protein_id,n_samples,std_r2_mean,std_r2_std,04_r2_mean,04_r2_std,difference,std_scores,04_scores
O43613,1954,0.7122393353118278,0.03096939313817473,0.7122622209362889,0.03307338423129397,2.2885624461066456e-05,"[0.7444014274881527, 0.7219042566195784, 0.6704123218277522]","[0.7468578564261773, 0.7222248070870007, 0.6677039992956889]"
P9WGR1,151,0.5435557529800488,0.10361747286492132,0.5435892131502197,0.11251266124772555,3.346017017091807e-05,"[0.43185090043306185, 0.6815445929959317, 0.5172717655111527]","[0.4123185651776816, 0.6871004714629586, 0.5313486028100188]"
P28335,1941,0.5208625290362523,0.005686356555726696,0.5209002052841867,0.006607484891897399,3.7676247934381735e-05,"[0.5196683192699745, 0.528346750412807, 0.5145725174259755]","[0.5167111800120445, 0.5302284814875161, 0.5157609543529994]"
P22694,54,0.03603062189436527,0.09761998546722943,0.03609022714711126,0.10289208999028039,5.960525274599504e-05,"[0.11626125366555362, 0.09321266793667804, -0.10138205591913585]","[0.11610994627479221, 0.10133152760964403, -0.10917079244310246]"
Q05397,1815,0.8104489748179208,0.01409448411790017,0.8105330677172559,0.01207653925866483,8.409289933508646e-05,"[0.8159285831750972, 0.8243062228780159, 0.7911121184006493]","[0.815833218597882, 0.821943415498918, 0.7938225690549677]"
Q9P1W9,1593,0.7969865523571089,0.01798604356670817,0.7970725953342406,0.015821421303773526,8.604297713166176e-05,"[0.7796496675922722, 0.7895360318459859, 0.8217739576330687]","[0.7836322996030216, 0.7883009745435515, 0.8192845118561489]"
Q08881,956,0.6512368612275655,0.028333714428533083,0.6513459555964604,0.032281026093527655,0.00010909436889483537,"[0.6279460326447106, 0.6346448528689078, 0.6911196981690783]","[0.624547113764705, 0.6327381347406087, 0.6967526182840674]"
P49760,1640,0.7887356552289218,0.03189679007117878,0.7888761297047218,0.032698863818247645,0.00014047447580001204,"[0.8244309462377712, 0.794772994026615, 0.7470030254223787]","[0.8258315388450008, 0.7944722043136474, 0.7463246459555171]"
P08172,721,0.633621430820096,0.05637764874102064,0.6337633622269045,0.05171520175654713,0.00014193140680851535,"[0.6794003346091176, 0.6672640750503132, 0.5541998828008572]","[0.6728765064319893, 0.6677260819907047, 0.5606874982580198]"
P0C559,67,0.8734285472732024,0.028825512367354117,0.8736144872026762,0.03694553499340261,0.00018593992947379956,"[0.9099124768953851, 0.870936420694723, 0.8394367442294992]","[0.917518745859241, 0.8761933767644886, 0.8271313389842988]"
Q460N5,98,0.14425047853875106,0.02824232268864705,0.14445171119023417,0.03601059180776192,0.0002012326514831131,"[0.16300375214058027, 0.10433404420763492, 0.16541363926803798]","[0.1434608999784991, 0.10085167708432541, 0.18904255650787805]"
Q00987,1750,0.853586905846052,0.007678670595962243,0.8537881874491166,0.006363571472950616,0.00020128160306454035,"[0.8441134979530027, 0.8537264497615493, 0.8629207698236041]","[0.8458449839281261, 0.8540962252064696, 0.8614233532127541]"
P0DTD1,705,0.6565357709555335,0.012488817930652677,0.6567487243401399,0.013938730977712446,0.00021295338460636248,"[0.6665297551339281, 0.6641501257467843, 0.6389274319858882]","[0.6697512327908353, 0.6630784253557614, 0.6374165148738229]"
P61073,365,0.37701706814298924,0.0682684146267708,0.37723618033636636,0.0679643287185502,0.0002191121933771134,"[0.4061916819759154, 0.28272721368723, 0.4421323087658223]","[0.40234482694231244, 0.2843332922269327, 0.445030421839854]"
P11511,1381,0.5266008570886478,0.005756254020798206,0.5268273754752651,0.0119732538667253,0.00022651838661735813,"[0.5209915667063232, 0.5345146691965397, 0.5242963353630806]","[0.5169370611793402, 0.5436752413309733, 0.5198698239154819]"
P37840,125,0.3997666994103381,0.07091535692276817,0.400000188943779,0.07346641886532401,0.0002334895334408782,"[0.408493840670758, 0.48192688000076644, 0.3088793775594898]","[0.38330420816680866, 0.49715642906596924, 0.31953992959855904]"
Q9H228,217,0.31073228034635436,0.11382809970508492,0.31096879681118655,0.11924003931219236,0.00023651646483219269,"[0.4592994946884882, 0.1827728728489767, 0.2901244735015982]","[0.4583990796065439, 0.16636279388029973, 0.3081445169467161]"
P15207,392,0.5684301197465172,0.05275580209672172,0.5686666367197958,0.05626354423666718,0.00023651697327853327,"[0.5790757199443195, 0.6270585931269153, 0.4991560461683169]","[0.5769066837925232, 0.633084601432917, 0.49600862493394715]"
Q07889,339,0.9039493511176842,0.017864143424363606,0.9041986760034127,0.01744770180346438,0.0002493248857285968,"[0.9104535512997407, 0.9218387496826915, 0.8795557523706204]","[0.9102118452926602, 0.9219168300461177, 0.8804673526714603]"
P19327,1491,0.43635011934235646,0.064691136572721,0.4366005580643229,0.0639021466352011,0.00025043872196645056,"[0.4677366422830759, 0.346235225533849, 0.4950784902101444]","[0.4700745707546141, 0.3471666166208681, 0.49256048681748654]"
P25099,981,0.5921137818543323,0.06178873541502404,0.5923651985410948,0.058192032905461634,0.00025141668676254003,"[0.5060787105730714, 0.6218932429180821, 0.6483693920718431]","[0.5129224001904582, 0.613482824358017, 0.6506903710748091]"
O00418,433,0.44599550120707415,0.10684180133253462,0.44624974389497024,0.11155058723307816,0.00025424268789608906,"[0.5100870817252333, 0.532448477810711, 0.29545094408527806]","[0.5199085615771386, 0.5302345900129581, 0.2886060800948139]"
P32745,275,0.6473085355961611,0.08351655140669938,0.6475775065981956,0.08485851059548859,0.0002689710020344904,"[0.7412237839141175, 0.662378857867274, 0.538322965007092]","[0.7484923539207092, 0.6533659309893267, 0.540874234884551]"
Q9UQ88,71,0.223440503398278,0.30987160793624235,0.22373168466544002,0.31668065794783246,0.0002911812671620162,"[0.30659928294566374, -0.19075676456382173, 0.554478991812992]","[0.3204634753317439, -0.20333221592160267, 0.5540637945861788]"
Q9HAZ1,1122,0.44667178983802636,0.016026387883739106,0.446971963100306,0.01140887718583547,0.0003001732622796571,"[0.4638116391073809, 0.42525909143099194, 0.45094463897570625]","[0.4604954000109218, 0.43258914180120567, 0.4478313474887905]"
O15530,1194,0.784856857695253,0.006606869254803799,0.7851661718047471,0.0036637813542789986,0.00030931410949408544,"[0.7905153341752653, 0.7884667432286316, 0.7755884956818622]","[0.7857126323930943, 0.789355113216927, 0.7804307698042201]"
P68400,1244,0.705203265452209,0.027948232967465535,0.7055131352246508,0.026159424962816313,0.00030986977244173985,"[0.6934065249882183, 0.678432333964937, 0.7437709374034717]","[0.6941325245519074, 0.6807184516793711, 0.7416884294426738]"
Q99685,485,0.6767988126939953,0.06106103928899407,0.6771241984886837,0.0613941487433049,0.0003253857946883265,"[0.5957259840016018, 0.7430854331449688, 0.6915850209354153]","[0.5983182598153881, 0.7480879072374262, 0.6849664284132368]"
P32246,482,0.4977301608096149,0.07026080475430327,0.49806759204885703,0.07423920597656362,0.00033743123924212526,"[0.40876005058190557, 0.5805311478791904, 0.5038992839677487]","[0.40463030430277724, 0.5862506121988672, 0.5033218596449265]"
Q9HCE7,52,0.704453226927353,0.03249643702731714,0.7047921487969399,0.02413190600044869,0.000338921869586839,"[0.7327951251482974, 0.6589520969503297, 0.721612458683432]","[0.7296519609646981, 0.6721133999051476, 0.7126110855209735]"
P39900,1841,0.8371852380055903,0.0038633214319709905,0.8375340257031706,0.004564367063403867,0.0003487876975802884,"[0.8346725546231576, 0.8426430907815028, 0.8342400686121105]","[0.8353837454886346, 0.8438800662347932, 0.8333382653860842]"
P21728,806,0.5495393022336189,0.050639146658332114,0.5499078713363961,0.04717678118055516,0.00036856910277716093,"[0.6124488068149075, 0.4884487534051941, 0.5477203464807551]","[0.6084220544029402, 0.4928921629629751, 0.5484093966432729]"
P49674,91,0.2926640063466899,0.20749630146533926,0.29303410402931046,0.21208196152255027,0.00037009768262058484,"[0.41983394720912015, 5.2995281495937796e-05, 0.45810507654945354]","[0.43661673612380847, -0.0068057998791457575, 0.4492913758432687]"
P0ABQ4,382,0.7224928712348048,0.08295904351020413,0.7228654839529334,0.0879164337701755,0.0003726127181286065,"[0.7785723905058715, 0.6052083919294979, 0.7836978312690449]","[0.7826235639269263, 0.598563576509664, 0.7874093114222097]"
Q13555,623,0.47496155019159536,0.07171432893495619,0.47535087577457663,0.0741375249952759,0.0003893255829812703,"[0.42573439620800146, 0.5763666172385624, 0.4227836371282221]","[0.42773390449563653, 0.5800545216728853, 0.418264201155208]"
O96017,884,0.6005886113500514,0.03860889446252965,0.6009932914288811,0.03764393964478583,0.00040468007882976664,"[0.580944984169826, 0.6545303300945426, 0.5662905197857855]","[0.5810018931760952, 0.6537190418645611, 0.5682589392459871]"
P54760,375,0.4190483408769494,0.08749143184679371,0.4194561931697103,0.09661751474877915,0.00040785229276085744,"[0.5380337917131709, 0.3301622006031424, 0.388949030314535]","[0.5480420951152352, 0.3151424276126876, 0.39518405678120816]"
Q9HCP0,586,0.11904396176822214,0.08669359616719566,0.11946093582098616,0.08541690111570685,0.0004169740527640159,"[-0.0018353917123417052, 0.19722640749172293, 0.1617408695252852]","[0.0019592555538208156, 0.2024828872828599, 0.15394066462627776]"
P10828,285,0.5962224685917648,0.0545628682466846,0.5966536432718962,0.06221168183315674,0.0004311746801314298,"[0.5190677446378738, 0.6358104321997927, 0.6337892289376279]","[0.5086745326969118, 0.6410871710707965, 0.6401992260479803]"
P29597,1667,0.6624996309167339,0.019637991183720796,0.6629352492442087,0.02067372803960948,0.0004356183274747405,"[0.646610530857757, 0.6901705192046197, 0.6507178426878252]","[0.6463348881637494, 0.6920783075987513, 0.6503925519701252]"
Q00961,64,0.545522994667392,0.1983393878242102,0.5459819400877731,0.1867692539890885,0.0004589454203811627,"[0.6824756331073372, 0.6890390108323972, 0.26505434006244155]","[0.6872460486356667, 0.6686306921050555, 0.2820690795225971]"
P08588,614,0.5485422648579742,0.04000964722286231,0.5490053988549174,0.0404969779750962,0.0004631339969431991,"[0.5434743777558126, 0.5022715447324487, 0.5998808720856612]","[0.5375879144641929, 0.5061112746192366, 0.6033170074813227]"
P07858,614,0.6488496076238314,0.028851218545365754,0.6493147316454334,0.020756584604910942,0.0004651240216020369,"[0.6089261008349018, 0.6761034403914523, 0.6615192816451398]","[0.6223797432609284, 0.6728883382077406, 0.6526761134676313]"
P21964,93,0.5132038666948936,0.12397126550828706,0.5136693918626564,0.0986610773316805,0.0004655251677627703,"[0.5261443598560158, 0.6581526405019626, 0.35531459972670254]","[0.5108982804325748, 0.6358657623934798, 0.3942441327619146]"
Q96NX5,53,-0.150140742145906,0.029854695976834426,-0.14966537703738236,0.01725821085620074,0.0004753651085236399,"[-0.17253910214103585, -0.10794657207010028, -0.16993655222658188]","[-0.1459357228287863, -0.1306415463928241, -0.17241886189053668]"
O70528,281,0.5493197354383513,0.051891923290293816,0.5498100859097553,0.05691320550727028,0.0004903504714039997,"[0.5323855981298382, 0.619625980990113, 0.4959476271951029]","[0.5387127671054825, 0.6243971880679854, 0.48632030255579806]"
P22102,49,0.6184704546365957,0.13576727329078353,0.6189767692286162,0.13990642912799914,0.0005063145920205514,"[0.5037978370851577, 0.8091738201885204, 0.5424397066361089]","[0.5045042193060418, 0.81597262294102, 0.5364534654387869]"
O60725,166,0.7155505973854859,0.08189125068105373,0.716085171193992,0.07575379904018258,0.000534573808506078,"[0.6822583872614856, 0.6361342906208234, 0.8282591142741487]","[0.6818786689951385, 0.6452657658900751, 0.8211110786967624]"
P29275,1888,0.7002747327991492,0.027954558443757795,0.7008134546407705,0.02815437171984861,0.0005387218416212924,"[0.6632567816022432, 0.7308020058463185, 0.7067654109488859]","[0.6631429120686785, 0.7308156698754655, 0.7084817819781675]"
P12931,1530,0.6392807201093463,0.012705320496763272,0.6398225051868441,0.01206756875469198,0.0005417850774978028,"[0.639906359913083, 0.6234165599271294, 0.6545192404878267]","[0.6383673961456611, 0.6258241873484707, 0.6552759320664006]"
Q9Y468,82,0.6639990170761565,0.1024891585266698,0.6645489103595165,0.10284951389446155,0.0005498932833599701,"[0.5737424456497617, 0.807343161534372, 0.6109114440443357]","[0.6018354818466098, 0.8095599389890193, 0.5822513102429203]"
P35790,135,0.7672372197727335,0.026474153419763002,0.767789231267554,0.019786500907630455,0.0005520114948205368,"[0.73135193345979, 0.7759329245916645, 0.7944268012667458]","[0.740097347139871, 0.7851177144073513, 0.7781526322554401]"
P45983,1639,0.7016750018450191,0.005996220463850532,0.7022310782764266,0.004038121934009285,0.0005560764314075373,"[0.7088463100578151, 0.6941700054896636, 0.7020086899875788]","[0.7074521019460006, 0.6976167383521565, 0.7016243945311227]"
P42785,272,0.5971535527052795,0.04813744922356134,0.5977133025414517,0.04641177275296689,0.0005597498361722408,"[0.529091938075558, 0.6324227004914493, 0.6299460195488311]","[0.5320836233226282, 0.6313268156356433, 0.6297294686660839]"
P07477,260,0.6885809296941098,0.05058583802383156,0.6891456963594221,0.04658392588558213,0.0005647666653123551,"[0.6524876902505717, 0.653135970053202, 0.7601191287785557]","[0.6585601482141581, 0.6539064369299241, 0.7549705039341845]"
P07949,1232,0.5635251899128522,0.009931288803428901,0.5641048752171369,0.008321571424863452,0.0005796853042847605,"[0.5561937494093631, 0.577565553823707, 0.5568162665054863]","[0.556238672286341, 0.5756185416388762, 0.5604574117261936]"
P21397,1130,0.6404240564336741,0.01983721853395668,0.6410064569011902,0.019612648911984172,0.0005824004675161198,"[0.6282145088712132, 0.6246549172136617, 0.6684027432161472]","[0.6208160147348851, 0.6346322053193195, 0.667571150649366]"
Q02083,118,0.4405315547366473,0.0500467633219599,0.44112639153458355,0.056883878845748435,0.0005948367979362601,"[0.4714170962831795, 0.3699382602030443, 0.48023930772371803]","[0.48687385193934396, 0.3609461092749312, 0.4755592133894754]"
Q9NYK1,495,0.7004356391406107,0.0363431698923101,0.7010423538461917,0.0340689999359631,0.0006067147055810462,"[0.6612876504406024, 0.7488508406825822, 0.6911684262986474]","[0.6638144483822639, 0.7461441797663076, 0.6931684333900039]"
P32238,176,0.8211840467818599,0.016976251890585957,0.8217920441586622,0.020363952064063297,0.0006079973768023939,"[0.8258181269808739, 0.7984664265947483, 0.8392675867699573]","[0.822728501490689, 0.7963963587180365, 0.8462512722672614]"
P35408,438,0.5364832959015944,0.05977482281139335,0.5370918807508405,0.06256205228667573,0.0006085848492460855,"[0.5320106144134191, 0.6118260009611725, 0.4656132723301917]","[0.5343015274542708, 0.6150714946291616, 0.461902620169089]"
Q9Z1M0,32,0.35270662107199136,0.1818058696622851,0.35334335342832573,0.14179303597473492,0.0006367323563343796,"[0.21120787613839653, 0.6093689846183602, 0.23754300245921733]","[0.22420050793873292, 0.5507661655920404, 0.28506338675420384]"
P20309,1209,0.7450257290049843,0.016014193458515374,0.7456771835640983,0.014147825547221748,0.0006514545591139731,"[0.7503699885204547, 0.7614129999687727, 0.7232941985257255]","[0.7542984005645066, 0.7570029881642774, 0.725730161963511]"
P48039,598,0.6228224844326301,0.015736452963996075,0.6234994937799347,0.018925925344873723,0.0006770093473046357,"[0.618105698844866, 0.6440161600255939, 0.6063455944274303]","[0.6185522028836803, 0.6487531570030874, 0.6031931214530364]"
Q16875,191,0.210713442760088,0.017619274476852534,0.21139266787654853,0.008446951801591343,0.0006792251164605412,"[0.19151480099568774, 0.23406839396000423, 0.20655713332457204]","[0.20459275788154363, 0.2062868947951335, 0.22329835095296846]"
P41182,178,0.3490300005598301,0.10071912179134915,0.3497235967215449,0.1269933452720743,0.0006935961617148267,"[0.4077691603843385, 0.43203833470974407, 0.2072825065854076]","[0.4426153977160282, 0.43639155574347355, 0.17016383670513302]"
Q923Y8,793,0.5942587046538323,0.012632682312263947,0.594955942747308,0.015209099483557325,0.0006972380934756606,"[0.592654076381449, 0.579651740102023, 0.610470297478025]","[0.5913352250951482, 0.5784048511019895, 0.6151277520447864]"
P28482,1660,0.8572980266696559,0.011514501440423042,0.8580216448185584,0.010739412730493298,0.0007236181489024274,"[0.8735282986715569, 0.848038636243112, 0.8503271450942991]","[0.8729183818374828, 0.8480104851869841, 0.8531360674312082]"
P28336,34,0.2385186667549787,0.08348778576542644,0.23924515226491241,0.047954758529369354,0.0007264855099337053,"[0.3320983872950336, 0.12937944814218616, 0.2540781648277164]","[0.2869205721179743, 0.17363688985471315, 0.25717799482204984]"
P08684,1387,0.586579726045464,0.06668130786937307,0.5873070635070475,0.06484767698994985,0.0007273374615834882,"[0.5132646230411223, 0.5718732144066387, 0.6746013406886311]","[0.516699521114142, 0.5719278687838263, 0.6732938006231743]"
P53778,802,0.5724551343999397,0.03106310912388142,0.5731864788860671,0.03256078671426165,0.0007313444861274387,"[0.5517338133055253, 0.6163619610729485, 0.5492696288213452]","[0.545053741342131, 0.618823705357668, 0.5556819899584023]"
P16184,440,0.5300057068019243,0.02781508044264068,0.5307422783692911,0.03157640999854143,0.0007365715673668394,"[0.49807115824373427, 0.5260818648143462, 0.5658640973476925]","[0.5033002295659414, 0.5139542062471436, 0.5749723992947884]"
Q05941,1018,0.622287605638825,0.028653025808157876,0.6230288146526922,0.03116614417609099,0.0007412090138672056,"[0.6501265298647734, 0.6338679387289672, 0.5828683483227346]","[0.650940271382544, 0.6386146798741075, 0.5795314927014253]"
P0A0K8,78,0.6442861309039071,0.06332493133198795,0.6450646904449121,0.0627258412561689,0.0007785595410050306,"[0.5767014339909299, 0.6271932953704834, 0.7289636633503082]","[0.5811203846452759, 0.6237908006862084, 0.7302828860032519]"
P05067,901,0.7683807440507885,0.018620813345704847,0.7691731568532049,0.01903763793369504,0.0007924128024163757,"[0.74277905173287, 0.7865217257255698, 0.7758414546939256]","[0.7425139772079887, 0.7857605975970132, 0.7792448957546128]"
Q2TB90,197,-0.027610000254441786,0.062305888923896255,-0.02681625402988737,0.07372216269616648,0.0007937462245544147,"[-0.10672528668248527, 0.04554249795185261, -0.02164721203269271]","[-0.1269370897756361, 0.048429469004522385, -0.0019411413185483894]"
P51449,1838,0.560720250774144,0.0037821107025506418,0.561518130643796,0.006335115387824699,0.0007978798696519629,"[0.5574392754874591, 0.56601900890033, 0.5587024679346428]","[0.5563853603394808, 0.5704438815047279, 0.5577251500871792]"
P53667,917,0.48030827682941996,0.04083275426793028,0.4811203819665557,0.038830099442352516,0.0008121051371357546,"[0.44656151518566256, 0.5377629068999028, 0.45660040840269445]","[0.445934257766025, 0.5352253247615086, 0.4622015633721335]"
P25779,463,0.7123916590243766,0.007815931506098857,0.713209626464605,0.009192355347859383,0.0008179674402283288,"[0.7093749847519464, 0.7046908737695824, 0.7231091185516008]","[0.7088300475346101, 0.7047992479328706, 0.7259995839263342]"
P22687,102,0.565590913847397,0.16753186160210665,0.5664112095261656,0.1801347462799083,0.0008202956787686233,"[0.7778436219675491, 0.36829451043147565, 0.5506346091431662]","[0.8056906889390452, 0.3710628951738085, 0.5224800444656432]"
O75460,302,0.3790186759439614,0.01980054240203054,0.3798396171334912,0.015850706571753335,0.0008209411895298002,"[0.3567090609097835, 0.40482964349333717, 0.37551732342876354]","[0.3739164145714914, 0.4015243084851198, 0.36407812834386233]"
Q9Y5Z0,374,0.5775512121796358,0.07491607223072119,0.5783723514849254,0.07327271126376961,0.0008211393052895977,"[0.6146147179905078, 0.4730639520598652, 0.6449749664885346]","[0.6191662813396017, 0.47548158806840113, 0.6404691850467732]"
P21462,199,0.5722254261264049,0.011422698081796783,0.5730627850583251,0.0020572315690063313,0.0008373589319201624,"[0.5646653491029655, 0.5636421732579309, 0.5883687560183184]","[0.5713759063722194, 0.5718533890897795, 0.5759590597129766]"
P13866,795,0.8729667508124215,0.019161979120569002,0.8738105619135746,0.019238072912021845,0.000843811101153169,"[0.8702272148946395, 0.8976848243402841, 0.8509882132023409]","[0.8705467156083637, 0.8988340573631503, 0.8520509127692103]"
P18901,207,0.4016350595997921,0.10980849215552065,0.40248574176251134,0.09751292638719788,0.0008506821627192185,"[0.42837800895631184, 0.5207417658382006, 0.2557854040048638]","[0.4308557789188645, 0.5051746379929992, 0.27142680837567024]"
Q86WV6,157,0.48187336346583637,0.05835046380689863,0.4827571824957526,0.04473775653256383,0.0008838190299162441,"[0.4226723357625831, 0.5612593539033034, 0.46168840073162265]","[0.4378646193186566, 0.543812965737304, 0.46659396243129725]"
Q93008,166,0.6535930262423898,0.06074573486713288,0.6544846252613464,0.046400371918552764,0.0008915990189566347,"[0.5681830853735877, 0.6883028132884745, 0.7042931800651071]","[0.5899285375130208, 0.6765707398655978, 0.696954598405421]"
P37059,356,0.8122979921856525,0.04332298211477563,0.8132039013679172,0.04148669049423142,0.0009059091822647414,"[0.8480939482281598, 0.7513383337834858, 0.8374616945453122]","[0.8467665148419955, 0.7547466847447286, 0.8380985045170272]"
P07333,1598,0.7319954007477637,0.04063287918817394,0.7329041674159553,0.039417857105323216,0.0009087666681916184,"[0.7518007068861969, 0.6753770255579021, 0.7688084697991919]","[0.7475396062338804, 0.6790031448167015, 0.772169751197284]"
P25774,1057,0.7276200410098067,0.03596710309042685,0.7285323641594289,0.0380049249191352,0.0009123231496221962,"[0.7156073882494538, 0.6908219180030273, 0.7764308167769393]","[0.7103310368173986, 0.6938369636305088, 0.7814290920303794]"
P50613,525,0.42680334941202763,0.027336148978900132,0.42773997341492825,0.0275800050433259,0.0009366240029006212,"[0.46472123937810406, 0.4013196226789746, 0.4143691861790044]","[0.4627574210934441, 0.3953544627637735, 0.4251080363875671]"
Q9NUW8,187,0.6866428934975334,0.09424463629381673,0.6875796346014482,0.09018958061198357,0.0009367411039148399,"[0.5580654323707483, 0.7205350029843449, 0.781328245137507]","[0.5644475039004331, 0.7203342531257493, 0.7779571467781622]"
Q61618,153,0.7201407771475689,0.01585447209711515,0.7210782709640778,0.020688773567185625,0.000937493816508983,"[0.7310748174351023, 0.7316260872406825, 0.6977214267669216]","[0.7368577390015909, 0.7345261637794199, 0.6918509101112227]"
P06276,1530,0.7190709138647353,0.041703943894249175,0.7200180696765104,0.04047513327468039,0.0009471558117750689,"[0.7434745030849853, 0.753368334617657, 0.6603699038915636]","[0.746757512401993, 0.7504787746458583, 0.6628179219816801]"
Q8TDU6,397,0.5845476765700279,0.036054062872588354,0.5855020839442718,0.034195812210312676,0.0009544073742439041,"[0.5414277389885354, 0.5825418563509199, 0.6296734343706285]","[0.5429809705829929, 0.5868127897990929, 0.6267124914507296]"
P48729,915,0.19062986911778398,0.039314515147508264,0.19158468598743375,0.036282554284830064,0.0009548168696497661,"[0.2218735577607608, 0.21483666514355104, 0.1351793844490401]","[0.20908464960932172, 0.22460729175580918, 0.14106211659717038]"
Q9UKE5,136,0.7031885317976173,0.03331079116280685,0.7041591697510525,0.03986688125883407,0.0009706379534352161,"[0.7067947457367234, 0.6607079171904613, 0.7420629324656671]","[0.7177524254075867, 0.6499761527118417, 0.7447489311337291]"
P28074,468,0.5481911531476051,0.04514596619292021,0.5491633827855494,0.05200166562931461,0.0009722296379442996,"[0.5384449871822292, 0.6077085092242775, 0.49841996303630864]","[0.5313145967166806, 0.6198722841471962, 0.4963032674927714]"
P05979,622,0.26281782195737713,0.058109990408937565,0.26380436305139826,0.066958632956772,0.0009865410940211317,"[0.22297913764015442, 0.220489144855174, 0.34498518337680295]","[0.21425768699480585, 0.21869184442781608, 0.3584635577315728]"
P46925,361,0.5836262362396234,0.07381370388001522,0.5846287353620955,0.07409655738766845,0.001002499122472078,"[0.4857983578453329, 0.6009969673344879, 0.6640833835390494]","[0.4869836631439991, 0.6005190740239932, 0.6663834689182944]"
P07900,898,0.6879830832597676,0.016465689755042975,0.6889864487541723,0.0120733677650572,0.0010033654944046067,"[0.7036003401482906, 0.6951328763272299, 0.6652160333037823]","[0.704788937315503, 0.6866852339588974, 0.6754851749881164]"
P97266,866,0.5743957092666396,0.05645085442754697,0.5754023918339833,0.056377656101485464,0.0010066825673437085,"[0.6542279724137023, 0.5348742535268614, 0.5340849018593552]","[0.6547444066416666, 0.528927438814613, 0.5425353300456703]"
Q9YQ12,722,0.7567349532010583,0.03496244690228219,0.7577420299125244,0.03344591405343306,0.0010070767114660484,"[0.805394255566981, 0.740005516491297, 0.724805087544897]","[0.8043346494234126, 0.7415018951577201, 0.7273895451564407]"
P27487,1905,0.5542792376381487,0.018915123679782073,0.5553177247036218,0.02125277006665754,0.0010384870654731593,"[0.5752657334914895, 0.5581508113108042, 0.5294211681121523]","[0.578927160521751, 0.5596209631677771, 0.5274050504213375]"
Q99250,64,0.35242917667514084,0.16241689622798303,0.35347722933810344,0.13283235671227145,0.0010480526629625952,"[0.41538335715802055, 0.5122540745056859, 0.12965009836171604]","[0.4303543772164009, 0.4634774663116603, 0.1665998444862491]"
Q86V86,1209,0.8559317620398669,0.012093319791927938,0.8570165780096749,0.012523230582870123,0.0010848159698080284,"[0.8510052644337841, 0.8725784445381635, 0.8442115771476532]","[0.8536037929558299, 0.8737732738551286, 0.8436726672180663]"
O00519,772,0.6781194998186941,0.014338744502734013,0.6792276893390681,0.01276109131033562,0.0011081895203739478,"[0.6832146794293779, 0.6925698142789722, 0.6585740057477323]","[0.6839619728918873, 0.6919422615427475, 0.6617788335825694]"
Q13546,330,0.4299395082701414,0.024799133419425655,0.4310503420811485,0.023905240810035467,0.001110833811007128,"[0.46115559536066153, 0.428175685815268, 0.4004872436344946]","[0.4647006996091866, 0.4170413461867395, 0.4114089804475194]"
Q99814,91,0.3263828170818699,0.10334437153926443,0.3275060379247599,0.09847211888084911,0.0011232208428900159,"[0.19538843174247655, 0.44800880762248296, 0.33575121188065016]","[0.20374346189861137, 0.4446797836229016, 0.3340948682527667]"
Q13822,507,0.6149721631901708,0.011966742341870734,0.6161100317047846,0.016249991297564093,0.0011378685146138379,"[0.613237235889725, 0.6012606384028611, 0.6304186152779263]","[0.6071586576297778, 0.6022554704520073, 0.6389159670325686]"
O43497,314,0.6944560650163026,0.043075601953893955,0.6955969275175321,0.05172759200321551,0.001140862501229467,"[0.746083735057963, 0.6966457831644461, 0.6406386768264984]","[0.7625119413853679, 0.6877402282071481, 0.6365386129600803]"
Q7KZI7,702,0.35458171231348273,0.07058647934192562,0.3557335898099609,0.06498805154794547,0.0011518774964781597,"[0.3097830626469674, 0.2997250513600406, 0.45423702293344015]","[0.3295137635819627, 0.2925574570149746, 0.4451295488329452]"
P34976,736,0.6350416969855667,0.029187443266593494,0.6362047426310011,0.026435386343392656,0.0011630456454344573,"[0.6019793474397012, 0.6301714454382472, 0.6729742980787514]","[0.6027008361788695, 0.638591436861081, 0.6673219548530529]"
P00740,277,0.6691687973099084,0.023629448505936318,0.6703477157793013,0.025087923519568726,0.0011789184693928867,"[0.6786264036936291, 0.6366831658381455, 0.6921968223979507]","[0.6782573835904528, 0.6364398565486683, 0.6963459071987828]"
Q8WUI4,123,0.5413064299843079,0.06826493908516283,0.5424908207602438,0.07262627187801866,0.0011843907759359062,"[0.5564880813380904, 0.4511487165189052, 0.616282492095928]","[0.5662678033008014, 0.4440699403151632, 0.6171347186647667]"
Q9H2X6,750,0.3897900817451722,0.021424746933919943,0.39101814628510984,0.026710409466757172,0.0012280645399376233,"[0.4182927191695538, 0.3844398537899869, 0.3666376722759759]","[0.42384338852038994, 0.3907933775565031, 0.3584176727784364]"
Q16678,294,0.52595094628012,0.10935739196040464,0.5271799608946618,0.10282688039274311,0.0012290146145418346,"[0.5576069393026469, 0.3790238180253904, 0.6412220815123224]","[0.5599819246320566, 0.38808800797192455, 0.6334699500800041]"
P00403,53,0.0013039450953868936,0.4440767108485789,0.002537576258253238,0.4430607630316587,0.0012336311628663443,"[0.2663224981821626, -0.6242875381508817, 0.36187687525487977]","[0.2374212293319844, -0.6179713548942369, 0.38816285433701225]"
P31652,1995,0.6852407466665276,0.030878180214432924,0.6864883394891219,0.03202468115699905,0.0012475928225943456,"[0.7264872377946194, 0.6521982319111131, 0.6770367702938501]","[0.7292128592378415, 0.6521133218750619, 0.6781388373544626]"
