protein,n_samples,status,cv_results,avg_accuracy,avg_precision,avg_recall,avg_f1,avg_auc
ALDH1A1,150,success,"[{""fold"": 1, ""accuracy"": 0.7, ""precision"": 0.5882352941176471, ""recall"": 0.8333333333333334, ""f1"": 0.6896551724137931, ""auc"": NaN, ""n_train"": 120.0, ""n_test"": 30.0, ""n_train_active"": 55.0, ""n_train_inactive"": 65.0, ""n_test_active"": 12.0, ""n_test_inactive"": 18.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8, ""precision"": 0.7333333333333333, ""recall"": 0.8461538461538461, ""f1"": 0.7857142857142857, ""auc"": NaN, ""n_train"": 120.0, ""n_test"": 30.0, ""n_train_active"": 54.0, ""n_train_inactive"": 66.0, ""n_test_active"": 13.0, ""n_test_inactive"": 17.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.7333333333333333, ""precision"": 0.8461538461538461, ""recall"": 0.6470588235294118, ""f1"": 0.7333333333333333, ""auc"": NaN, ""n_train"": 120.0, ""n_test"": 30.0, ""n_train_active"": 50.0, ""n_train_inactive"": 70.0, ""n_test_active"": 17.0, ""n_test_inactive"": 13.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.6666666666666666, ""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334, ""auc"": NaN, ""n_train"": 120.0, ""n_test"": 30.0, ""n_train_active"": 55.0, ""n_train_inactive"": 65.0, ""n_test_active"": 12.0, ""n_test_inactive"": 18.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.7, ""precision"": 0.7, ""recall"": 0.5384615384615384, ""f1"": 0.6086956521739131, ""auc"": NaN, ""n_train"": 120.0, ""n_test"": 30.0, ""n_train_active"": 54.0, ""n_train_inactive"": 66.0, ""n_test_active"": 13.0, ""n_test_inactive"": 17.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.72,0.690211161387632,0.6896681749622926,0.6801463553937317,
ADH1A,0,failed,[],,,,,
HSD11B1,2712,success,"[{""fold"": 1, ""accuracy"": 0.8084714548802947, ""precision"": 0.8820638820638821, ""recall"": 0.8650602409638555, ""f1"": 0.8734793187347932, ""auc"": NaN, ""n_train"": 2169.0, ""n_test"": 543.0, ""n_train_active"": 1622.0, ""n_train_inactive"": 547.0, ""n_test_active"": 415.0, ""n_test_inactive"": 128.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8176795580110497, ""precision"": 0.8584686774941995, ""recall"": 0.9068627450980392, ""f1"": 0.8820023837902264, ""auc"": NaN, ""n_train"": 2169.0, ""n_test"": 543.0, ""n_train_active"": 1629.0, ""n_train_inactive"": 540.0, ""n_test_active"": 408.0, ""n_test_inactive"": 135.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8228782287822878, ""precision"": 0.8456221198156681, ""recall"": 0.9267676767676768, ""f1"": 0.8843373493975903, ""auc"": NaN, ""n_train"": 2170.0, ""n_test"": 542.0, ""n_train_active"": 1641.0, ""n_train_inactive"": 529.0, ""n_test_active"": 396.0, ""n_test_inactive"": 146.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8191881918819188, ""precision"": 0.8605200945626478, ""recall"": 0.9032258064516128, ""f1"": 0.8813559322033898, ""auc"": NaN, ""n_train"": 2170.0, ""n_test"": 542.0, ""n_train_active"": 1634.0, ""n_train_inactive"": 536.0, ""n_test_active"": 403.0, ""n_test_inactive"": 139.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8302583025830258, ""precision"": 0.8695652173913043, ""recall"": 0.9156626506024096, ""f1"": 0.892018779342723, ""auc"": NaN, ""n_train"": 2170.0, ""n_test"": 542.0, ""n_train_active"": 1622.0, ""n_train_inactive"": 548.0, ""n_test_active"": 415.0, ""n_test_inactive"": 127.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8196951472277154,0.8632479982655404,0.9035158239767188,0.8826387526937445,
AKR7A3,0,failed,[],,,,,
FMO1,0,failed,[],,,,,
AHR,29,success,"[{""fold"": 1, ""accuracy"": 0.6666666666666666, ""precision"": 0.6666666666666666, ""recall"": 1.0, ""f1"": 0.8, ""auc"": NaN, ""n_train"": 23.0, ""n_test"": 6.0, ""n_train_active"": 21.0, ""n_train_inactive"": 2.0, ""n_test_active"": 4.0, ""n_test_inactive"": 2.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8333333333333334, ""precision"": 0.8333333333333334, ""recall"": 1.0, ""f1"": 0.9090909090909092, ""auc"": NaN, ""n_train"": 23.0, ""n_test"": 6.0, ""n_train_active"": 20.0, ""n_train_inactive"": 3.0, ""n_test_active"": 5.0, ""n_test_inactive"": 1.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 1.0, ""precision"": 1.0, ""recall"": 1.0, ""f1"": 1.0, ""auc"": NaN, ""n_train"": 23.0, ""n_test"": 6.0, ""n_train_active"": 19.0, ""n_train_inactive"": 4.0, ""n_test_active"": 6.0, ""n_test_inactive"": 0.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 1.0, ""precision"": 1.0, ""recall"": 1.0, ""f1"": 1.0, ""auc"": NaN, ""n_train"": 23.0, ""n_test"": 6.0, ""n_train_active"": 19.0, ""n_train_inactive"": 4.0, ""n_test_active"": 6.0, ""n_test_inactive"": 0.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8, ""precision"": 0.8, ""recall"": 1.0, ""f1"": 0.8888888888888888, ""auc"": NaN, ""n_train"": 24.0, ""n_test"": 5.0, ""n_train_active"": 21.0, ""n_train_inactive"": 3.0, ""n_test_active"": 4.0, ""n_test_inactive"": 1.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.86,0.86,1.0,0.9195959595959596,
NR1I3,59,success,"[{""fold"": 1, ""accuracy"": 0.6666666666666666, ""precision"": 1.0, ""recall"": 0.3333333333333333, ""f1"": 0.5, ""auc"": NaN, ""n_train"": 47.0, ""n_test"": 12.0, ""n_train_active"": 20.0, ""n_train_inactive"": 27.0, ""n_test_active"": 6.0, ""n_test_inactive"": 6.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8333333333333334, ""precision"": 1.0, ""recall"": 0.6666666666666666, ""f1"": 0.8, ""auc"": NaN, ""n_train"": 47.0, ""n_test"": 12.0, ""n_train_active"": 20.0, ""n_train_inactive"": 27.0, ""n_test_active"": 6.0, ""n_test_inactive"": 6.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8333333333333334, ""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75, ""auc"": NaN, ""n_train"": 47.0, ""n_test"": 12.0, ""n_train_active"": 22.0, ""n_train_inactive"": 25.0, ""n_test_active"": 4.0, ""n_test_inactive"": 8.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8333333333333334, ""precision"": 1.0, ""recall"": 0.6666666666666666, ""f1"": 0.8, ""auc"": NaN, ""n_train"": 47.0, ""n_test"": 12.0, ""n_train_active"": 20.0, ""n_train_inactive"": 27.0, ""n_test_active"": 6.0, ""n_test_inactive"": 6.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.9090909090909092, ""precision"": 1.0, ""recall"": 0.75, ""f1"": 0.8571428571428571, ""auc"": NaN, ""n_train"": 48.0, ""n_test"": 11.0, ""n_train_active"": 22.0, ""n_train_inactive"": 26.0, ""n_test_active"": 4.0, ""n_test_inactive"": 7.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8151515151515152,0.95,0.6333333333333333,0.7414285714285713,
NR1I2,344,success,"[{""fold"": 1, ""accuracy"": 0.782608695652174, ""precision"": 0.6428571428571429, ""recall"": 0.4736842105263157, ""f1"": 0.5454545454545454, ""auc"": NaN, ""n_train"": 275.0, ""n_test"": 69.0, ""n_train_active"": 70.0, ""n_train_inactive"": 205.0, ""n_test_active"": 19.0, ""n_test_inactive"": 50.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8260869565217391, ""precision"": 0.6666666666666666, ""recall"": 0.7368421052631579, ""f1"": 0.7, ""auc"": NaN, ""n_train"": 275.0, ""n_test"": 69.0, ""n_train_active"": 70.0, ""n_train_inactive"": 205.0, ""n_test_active"": 19.0, ""n_test_inactive"": 50.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.7681159420289855, ""precision"": 0.5909090909090909, ""recall"": 0.65, ""f1"": 0.6190476190476191, ""auc"": NaN, ""n_train"": 275.0, ""n_test"": 69.0, ""n_train_active"": 69.0, ""n_train_inactive"": 206.0, ""n_test_active"": 20.0, ""n_test_inactive"": 49.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.855072463768116, ""precision"": 0.7222222222222222, ""recall"": 0.7222222222222222, ""f1"": 0.7222222222222222, ""auc"": NaN, ""n_train"": 275.0, ""n_test"": 69.0, ""n_train_active"": 71.0, ""n_train_inactive"": 204.0, ""n_test_active"": 18.0, ""n_test_inactive"": 51.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.7794117647058824, ""precision"": 0.4375, ""recall"": 0.5384615384615384, ""f1"": 0.4827586206896552, ""auc"": NaN, ""n_train"": 276.0, ""n_test"": 68.0, ""n_train_active"": 76.0, ""n_train_inactive"": 200.0, ""n_test_active"": 13.0, ""n_test_inactive"": 55.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8022591645353794,0.6120310245310245,0.6242420152946468,0.6138966014828083,
SULT1A1,6,failed,[],,,,,
GSTA1,6,failed,[],,,,,
OXA1L,0,failed,[],,,,,
ORM1,0,failed,[],,,,,
KCNH2,4492,success,"[{""fold"": 1, ""accuracy"": 0.8976640711902113, ""precision"": 0.7653061224489796, ""recall"": 0.5208333333333334, ""f1"": 0.6198347107438017, ""auc"": NaN, ""n_train"": 3593.0, ""n_test"": 899.0, ""n_train_active"": 591.0, ""n_train_inactive"": 3002.0, ""n_test_active"": 144.0, ""n_test_inactive"": 755.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8843159065628476, ""precision"": 0.7157894736842105, ""recall"": 0.4689655172413793, ""f1"": 0.5666666666666667, ""auc"": NaN, ""n_train"": 3593.0, ""n_test"": 899.0, ""n_train_active"": 590.0, ""n_train_inactive"": 3003.0, ""n_test_active"": 145.0, ""n_test_inactive"": 754.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.888641425389755, ""precision"": 0.7222222222222222, ""recall"": 0.527027027027027, ""f1"": 0.609375, ""auc"": NaN, ""n_train"": 3594.0, ""n_test"": 898.0, ""n_train_active"": 587.0, ""n_train_inactive"": 3007.0, ""n_test_active"": 148.0, ""n_test_inactive"": 750.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.9042316258351892, ""precision"": 0.8080808080808081, ""recall"": 0.54421768707483, ""f1"": 0.6504065040650406, ""auc"": NaN, ""n_train"": 3594.0, ""n_test"": 898.0, ""n_train_active"": 588.0, ""n_train_inactive"": 3006.0, ""n_test_active"": 147.0, ""n_test_inactive"": 751.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8930957683741648, ""precision"": 0.7835051546391752, ""recall"": 0.5033112582781457, ""f1"": 0.6129032258064516, ""auc"": NaN, ""n_train"": 3594.0, ""n_test"": 898.0, ""n_train_active"": 584.0, ""n_train_inactive"": 3010.0, ""n_test_active"": 151.0, ""n_test_inactive"": 747.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8935897594704336,0.7589807562150791,0.5128709645909431,0.6118372214563921,
SCN5A,329,success,"[{""fold"": 1, ""accuracy"": 0.9242424242424242, ""precision"": 0.3333333333333333, ""recall"": 0.25, ""f1"": 0.2857142857142857, ""auc"": NaN, ""n_train"": 263.0, ""n_test"": 66.0, ""n_train_active"": 22.0, ""n_train_inactive"": 241.0, ""n_test_active"": 4.0, ""n_test_inactive"": 62.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.9090909090909092, ""precision"": 0.0, ""recall"": 0.0, ""f1"": 0.0, ""auc"": NaN, ""n_train"": 263.0, ""n_test"": 66.0, ""n_train_active"": 21.0, ""n_train_inactive"": 242.0, ""n_test_active"": 5.0, ""n_test_inactive"": 61.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.9090909090909092, ""precision"": 0.0, ""recall"": 0.0, ""f1"": 0.0, ""auc"": NaN, ""n_train"": 263.0, ""n_test"": 66.0, ""n_train_active"": 20.0, ""n_train_inactive"": 243.0, ""n_test_active"": 6.0, ""n_test_inactive"": 60.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.9545454545454546, ""precision"": 0.5, ""recall"": 0.3333333333333333, ""f1"": 0.4, ""auc"": NaN, ""n_train"": 263.0, ""n_test"": 66.0, ""n_train_active"": 23.0, ""n_train_inactive"": 240.0, ""n_test_active"": 3.0, ""n_test_inactive"": 63.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8461538461538461, ""precision"": 0.0, ""recall"": 0.0, ""f1"": 0.0, ""auc"": NaN, ""n_train"": 264.0, ""n_test"": 65.0, ""n_train_active"": 18.0, ""n_train_inactive"": 246.0, ""n_test_active"": 8.0, ""n_test_inactive"": 57.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.9086247086247086,0.16666666666666666,0.11666666666666665,0.13714285714285715,
CACNB1,0,failed,[],,,,,
CAV1,0,failed,[],,,,,
HTR2B,1214,success,"[{""fold"": 1, ""accuracy"": 0.7325102880658436, ""precision"": 0.75625, ""recall"": 0.8231292517006803, ""f1"": 0.7882736156351792, ""auc"": NaN, ""n_train"": 971.0, ""n_test"": 243.0, ""n_train_active"": 560.0, ""n_train_inactive"": 411.0, ""n_test_active"": 147.0, ""n_test_inactive"": 96.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.7489711934156379, ""precision"": 0.7321428571428571, ""recall"": 0.8848920863309353, ""f1"": 0.8013029315960912, ""auc"": NaN, ""n_train"": 971.0, ""n_test"": 243.0, ""n_train_active"": 568.0, ""n_train_inactive"": 403.0, ""n_test_active"": 139.0, ""n_test_inactive"": 104.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.7160493827160493, ""precision"": 0.7181208053691275, ""recall"": 0.7985074626865671, ""f1"": 0.7561837455830389, ""auc"": NaN, ""n_train"": 971.0, ""n_test"": 243.0, ""n_train_active"": 573.0, ""n_train_inactive"": 398.0, ""n_test_active"": 134.0, ""n_test_inactive"": 109.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.720164609053498, ""precision"": 0.7785234899328859, ""recall"": 0.7682119205298014, ""f1"": 0.7733333333333333, ""auc"": NaN, ""n_train"": 971.0, ""n_test"": 243.0, ""n_train_active"": 556.0, ""n_train_inactive"": 415.0, ""n_test_active"": 151.0, ""n_test_inactive"": 92.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.6859504132231405, ""precision"": 0.6973684210526315, ""recall"": 0.7794117647058824, ""f1"": 0.7361111111111112, ""auc"": NaN, ""n_train"": 972.0, ""n_test"": 242.0, ""n_train_active"": 571.0, ""n_train_inactive"": 401.0, ""n_test_active"": 136.0, ""n_test_inactive"": 106.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.7207291772948339,0.7364811146995003,0.8108304971907734,0.7710409474517508,
SLC6A4,4958,success,"[{""fold"": 1, ""accuracy"": 0.8608870967741935, ""precision"": 0.8956884561891516, ""recall"": 0.9108910891089108, ""f1"": 0.9032258064516128, ""auc"": NaN, ""n_train"": 3966.0, ""n_test"": 992.0, ""n_train_active"": 2732.0, ""n_train_inactive"": 1234.0, ""n_test_active"": 707.0, ""n_test_inactive"": 285.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8397177419354839, ""precision"": 0.8577348066298343, ""recall"": 0.9172821270310192, ""f1"": 0.8865096359743041, ""auc"": NaN, ""n_train"": 3966.0, ""n_test"": 992.0, ""n_train_active"": 2762.0, ""n_train_inactive"": 1204.0, ""n_test_active"": 677.0, ""n_test_inactive"": 315.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8508064516129032, ""precision"": 0.8863955119214586, ""recall"": 0.9041487839771102, ""f1"": 0.8951841359773371, ""auc"": NaN, ""n_train"": 3966.0, ""n_test"": 992.0, ""n_train_active"": 2740.0, ""n_train_inactive"": 1226.0, ""n_test_active"": 699.0, ""n_test_inactive"": 293.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8446014127144299, ""precision"": 0.8663911845730028, ""recall"": 0.9169096209912536, ""f1"": 0.8909348441926346, ""auc"": NaN, ""n_train"": 3967.0, ""n_test"": 991.0, ""n_train_active"": 2753.0, ""n_train_inactive"": 1214.0, ""n_test_active"": 686.0, ""n_test_inactive"": 305.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.863773965691221, ""precision"": 0.8669410150891632, ""recall"": 0.9432835820895522, ""f1"": 0.9035025017869908, ""auc"": NaN, ""n_train"": 3967.0, ""n_test"": 991.0, ""n_train_active"": 2769.0, ""n_train_inactive"": 1198.0, ""n_test_active"": 670.0, ""n_test_inactive"": 321.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8519573337456464,0.874630194880522,0.9185030406395691,0.8958713848765759,
DIDO1,0,failed,[],,,,,
SLC6A3,2766,success,"[{""fold"": 1, ""accuracy"": 0.7996389891696751, ""precision"": 0.768976897689769, ""recall"": 0.8503649635036497, ""f1"": 0.8076256499133448, ""auc"": NaN, ""n_train"": 2212.0, ""n_test"": 554.0, ""n_train_active"": 1127.0, ""n_train_inactive"": 1085.0, ""n_test_active"": 274.0, ""n_test_inactive"": 280.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.833634719710669, ""precision"": 0.8120805369127517, ""recall"": 0.8705035971223022, ""f1"": 0.8402777777777778, ""auc"": NaN, ""n_train"": 2213.0, ""n_test"": 553.0, ""n_train_active"": 1123.0, ""n_train_inactive"": 1090.0, ""n_test_active"": 278.0, ""n_test_inactive"": 275.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8119349005424955, ""precision"": 0.8047138047138047, ""recall"": 0.8385964912280702, ""f1"": 0.8213058419243986, ""auc"": NaN, ""n_train"": 2213.0, ""n_test"": 553.0, ""n_train_active"": 1116.0, ""n_train_inactive"": 1097.0, ""n_test_active"": 285.0, ""n_test_inactive"": 268.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8245931283905967, ""precision"": 0.8191489361702128, ""recall"": 0.8339350180505415, ""f1"": 0.8264758497316637, ""auc"": NaN, ""n_train"": 2213.0, ""n_test"": 553.0, ""n_train_active"": 1124.0, ""n_train_inactive"": 1089.0, ""n_test_active"": 277.0, ""n_test_inactive"": 276.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8390596745027125, ""precision"": 0.839041095890411, ""recall"": 0.8536585365853658, ""f1"": 0.846286701208981, ""auc"": NaN, ""n_train"": 2213.0, ""n_test"": 553.0, ""n_train_active"": 1114.0, ""n_train_inactive"": 1099.0, ""n_test_active"": 287.0, ""n_test_inactive"": 266.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8217722824632296,0.8087922542753898,0.8494117212979859,0.8283943641112332,
SLC6A2,2022,success,"[{""fold"": 1, ""accuracy"": 0.8395061728395061, ""precision"": 0.8479087452471483, ""recall"": 0.8991935483870968, ""f1"": 0.87279843444227, ""auc"": NaN, ""n_train"": 1617.0, ""n_test"": 405.0, ""n_train_active"": 1000.0, ""n_train_inactive"": 617.0, ""n_test_active"": 248.0, ""n_test_inactive"": 157.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8419753086419753, ""precision"": 0.8517110266159695, ""recall"": 0.8995983935742972, ""f1"": 0.875, ""auc"": NaN, ""n_train"": 1617.0, ""n_test"": 405.0, ""n_train_active"": 999.0, ""n_train_inactive"": 618.0, ""n_test_active"": 249.0, ""n_test_inactive"": 156.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8242574257425742, ""precision"": 0.8037037037037037, ""recall"": 0.9234042553191488, ""f1"": 0.8594059405940594, ""auc"": NaN, ""n_train"": 1618.0, ""n_test"": 404.0, ""n_train_active"": 1013.0, ""n_train_inactive"": 605.0, ""n_test_active"": 235.0, ""n_test_inactive"": 169.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8589108910891089, ""precision"": 0.8725868725868726, ""recall"": 0.904, ""f1"": 0.888015717092338, ""auc"": NaN, ""n_train"": 1618.0, ""n_test"": 404.0, ""n_train_active"": 998.0, ""n_train_inactive"": 620.0, ""n_test_active"": 250.0, ""n_test_inactive"": 154.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8094059405940595, ""precision"": 0.8436363636363636, ""recall"": 0.8721804511278195, ""f1"": 0.8576709796672828, ""auc"": NaN, ""n_train"": 1618.0, ""n_test"": 404.0, ""n_train_active"": 982.0, ""n_train_inactive"": 636.0, ""n_test_active"": 266.0, ""n_test_inactive"": 138.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8348111477814448,0.8439093423580115,0.8996753296816724,0.87057821435919,
NAT8,0,failed,[],,,,,
ADRA1A,711,success,"[{""fold"": 1, ""accuracy"": 0.8391608391608392, ""precision"": 0.8666666666666667, ""recall"": 0.9369369369369368, ""f1"": 0.9004329004329005, ""auc"": NaN, ""n_train"": 568.0, ""n_test"": 143.0, ""n_train_active"": 456.0, ""n_train_inactive"": 112.0, ""n_test_active"": 111.0, ""n_test_inactive"": 32.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8802816901408451, ""precision"": 0.9047619047619048, ""recall"": 0.957983193277311, ""f1"": 0.9306122448979592, ""auc"": NaN, ""n_train"": 569.0, ""n_test"": 142.0, ""n_train_active"": 448.0, ""n_train_inactive"": 121.0, ""n_test_active"": 119.0, ""n_test_inactive"": 23.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8873239436619719, ""precision"": 0.8914728682170543, ""recall"": 0.9829059829059827, ""f1"": 0.934959349593496, ""auc"": NaN, ""n_train"": 569.0, ""n_test"": 142.0, ""n_train_active"": 450.0, ""n_train_inactive"": 119.0, ""n_test_active"": 117.0, ""n_test_inactive"": 25.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8802816901408451, ""precision"": 0.8852459016393442, ""recall"": 0.972972972972973, ""f1"": 0.927038626609442, ""auc"": NaN, ""n_train"": 569.0, ""n_test"": 142.0, ""n_train_active"": 456.0, ""n_train_inactive"": 113.0, ""n_test_active"": 111.0, ""n_test_inactive"": 31.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8450704225352113, ""precision"": 0.8849557522123894, ""recall"": 0.9174311926605504, ""f1"": 0.9009009009009008, ""auc"": NaN, ""n_train"": 569.0, ""n_test"": 142.0, ""n_train_active"": 458.0, ""n_train_inactive"": 111.0, ""n_test_active"": 109.0, ""n_test_inactive"": 33.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8664237171279424,0.8866206186994718,0.9536460557507507,0.9187888044869398,
ADRA2A,565,success,"[{""fold"": 1, ""accuracy"": 0.8584070796460177, ""precision"": 0.875, ""recall"": 0.875, ""f1"": 0.875, ""auc"": NaN, ""n_train"": 452.0, ""n_test"": 113.0, ""n_train_active"": 254.0, ""n_train_inactive"": 198.0, ""n_test_active"": 64.0, ""n_test_inactive"": 49.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.9203539823008848, ""precision"": 0.9384615384615383, ""recall"": 0.9242424242424242, ""f1"": 0.931297709923664, ""auc"": NaN, ""n_train"": 452.0, ""n_test"": 113.0, ""n_train_active"": 252.0, ""n_train_inactive"": 200.0, ""n_test_active"": 66.0, ""n_test_inactive"": 47.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.7787610619469026, ""precision"": 0.7794117647058824, ""recall"": 0.8412698412698413, ""f1"": 0.8091603053435115, ""auc"": NaN, ""n_train"": 452.0, ""n_test"": 113.0, ""n_train_active"": 255.0, ""n_train_inactive"": 197.0, ""n_test_active"": 63.0, ""n_test_inactive"": 50.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8584070796460177, ""precision"": 0.8695652173913043, ""recall"": 0.8955223880597015, ""f1"": 0.8823529411764706, ""auc"": NaN, ""n_train"": 452.0, ""n_test"": 113.0, ""n_train_active"": 251.0, ""n_train_inactive"": 201.0, ""n_test_active"": 67.0, ""n_test_inactive"": 46.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8230088495575221, ""precision"": 0.8166666666666667, ""recall"": 0.8448275862068966, ""f1"": 0.8305084745762712, ""auc"": NaN, ""n_train"": 452.0, ""n_test"": 113.0, ""n_train_active"": 260.0, ""n_train_inactive"": 192.0, ""n_test_active"": 58.0, ""n_test_inactive"": 55.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8477876106194688,0.8558210374450782,0.8761724479557728,0.8656638862039834,
