feature,importance
LogS,0.03126247778439322
ALogP,0.023178638507020885
Molecular_Weight,0.017475073958242677
morgan_564,0.01665852047228681
morgan_354,0.015308336966980474
Molecular_Polar_Surface_Area,0.01521709560957967
Num_Atoms,0.014598880798830604
Molecular_Surface_Area,0.013429181719150928
Num_H_Donors,0.013051414054338066
Num_Heavy_Atoms,0.012775214101926544
morgan_897,0.012184085913920846
morgan_943,0.011646076455288718
morgan_262,0.011221750336833291
Num_Rotatable_Bonds,0.011125279186404168
morgan_338,0.010950402685858552
Num_Saturated_Rings,0.010256185424729359
morgan_409,0.00925324958987899
morgan_935,0.00923225641412971
morgan_1257,0.008943543929892148
Num_Rings,0.008722807631443744
Num_Aromatic_Rings,0.008379010533707208
morgan_1582,0.008206418476465393
morgan_528,0.008176181787458471
morgan_561,0.008150235177325897
morgan_1114,0.007952606179949695
morgan_1683,0.007950031720638556
morgan_1477,0.007511848617003698
morgan_1147,0.007507659302353829
morgan_419,0.007201248309477687
morgan_216,0.006778077608901515
morgan_1669,0.006764929528050773
morgan_1734,0.006720816436458685
morgan_2004,0.0063814518091126204
morgan_333,0.006157480753542305
Num_H_Acceptors,0.006112827194891348
morgan_182,0.005779385748846966
morgan_193,0.005679531572874945
morgan_1207,0.005654835624490567
morgan_910,0.005619795535206504
morgan_1561,0.00506856808648783
morgan_1145,0.004850473168680999
morgan_807,0.004740161886845836
morgan_1925,0.004704957147603609
morgan_1508,0.004615048258186132
morgan_102,0.004556719408285203
morgan_748,0.004555181432126554
morgan_1046,0.004481352496421835
morgan_734,0.004455085369702185
morgan_883,0.00433451295162462
morgan_548,0.004331892043885618
morgan_1446,0.0042922385901660726
morgan_1946,0.004278265054909514
morgan_366,0.004196188219282462
morgan_1453,0.00414956066040931
morgan_1766,0.00401993905484507
morgan_1295,0.003945505994355512
morgan_1686,0.00386702450272786
morgan_544,0.0038346926904999305
morgan_242,0.003828544132915305
morgan_1028,0.003713881306961755
morgan_1568,0.00368389512035795
morgan_1057,0.0036803494431840427
morgan_1152,0.003648466610895118
morgan_352,0.003595208358464205
morgan_1009,0.0035830397056253248
morgan_549,0.0035786094113935034
morgan_1722,0.0035780279708423172
morgan_2028,0.0035229132638552206
morgan_680,0.003515662932189495
morgan_1515,0.0034966547142788935
morgan_982,0.0034011220957513404
morgan_502,0.00331710928871822
morgan_650,0.003286866083691955
morgan_699,0.003279239607674348
morgan_478,0.0032452801434211774
morgan_1104,0.003242651145839591
morgan_1070,0.003237853601954844
morgan_1292,0.0031786608702170207
morgan_350,0.0031576678860746965
morgan_677,0.0031322273494590984
morgan_1958,0.003124079593431327
morgan_1162,0.003105023996063638
morgan_1305,0.0030901273831284194
morgan_816,0.0030528150611717313
morgan_1274,0.003033257586004879
morgan_1928,0.002991447666097828
morgan_1346,0.002922012392183757
morgan_646,0.002902028260470332
morgan_1995,0.0028836781214068006
morgan_1634,0.0028677161089416896
morgan_886,0.0028268124971859484
morgan_1325,0.0028261977408527857
morgan_41,0.002820517782788866
morgan_695,0.002810806166671164
morgan_1309,0.002786243796207813
morgan_299,0.0027773078953016762
morgan_1659,0.0027704466257157307
morgan_1039,0.002743985004973117
morgan_665,0.00271427092001523
morgan_1260,0.0027016989441892387
morgan_387,0.0026911241632425935
morgan_1929,0.0026630944096050625
morgan_322,0.002613623985369529
morgan_915,0.002610601644019424
morgan_389,0.0026031304371745513
morgan_585,0.0025846728127830072
morgan_809,0.0025612835462898043
morgan_1088,0.002530921872789992
morgan_679,0.0024705769053298505
morgan_380,0.0024623878763083053
morgan_628,0.00245656674825055
morgan_896,0.0024465282654819857
morgan_1736,0.0024115722212902464
morgan_138,0.002404135784345438
morgan_1019,0.0023941244149167057
morgan_281,0.0023936261671208625
morgan_675,0.0023822541625730027
morgan_392,0.0023410340214597113
morgan_1589,0.002316400511716539
morgan_1614,0.0023065211807867074
morgan_378,0.0023006709459263484
morgan_739,0.0022611969926405
morgan_22,0.00225417937522773
morgan_1182,0.0022502670055503816
morgan_731,0.002242140102744775
morgan_1463,0.0021577487518035497
morgan_1908,0.002143342590361216
morgan_184,0.0021306942018758245
morgan_2,0.0021266493787936375
morgan_1060,0.002115642914074893
morgan_231,0.0020882411116733748
morgan_1199,0.0020824147861238885
morgan_217,0.0020047179111829846
morgan_804,0.001993920480679429
morgan_2022,0.0019871560729648337
morgan_1503,0.001979040266609494
morgan_484,0.0019477300681707533
morgan_407,0.0019451640034363338
morgan_1281,0.001938513670026656
morgan_862,0.0019307895231069152
morgan_2000,0.0019272305286155602
morgan_725,0.0019270587192170999
morgan_716,0.0019260821125241096
morgan_272,0.0019172290161067534
morgan_1915,0.001843714923573318
morgan_1665,0.0018414426971525683
morgan_797,0.0018397806502045628
morgan_889,0.0018297281820155342
morgan_1998,0.0018155735262461322
morgan_1436,0.001809746387909724
morgan_490,0.0017968613292313337
morgan_875,0.0017725954008145726
morgan_1476,0.0017678808484673527
morgan_373,0.001767012711343719
morgan_1384,0.0017448559610702028
morgan_1452,0.001738510782195303
morgan_1410,0.0017197756273697143
morgan_1344,0.0017162688785194264
morgan_574,0.0017131253049719986
morgan_39,0.001712745730837328
morgan_154,0.001692960424546689
morgan_252,0.0016779225318433427
morgan_114,0.0016139043217005358
morgan_926,0.001606432939800332
morgan_781,0.0016054911450536723
morgan_1431,0.001595201710977478
morgan_789,0.0015948848706034456
morgan_556,0.0015891310207918523
morgan_80,0.0015840029797819827
morgan_1195,0.0015692405140602867
morgan_1071,0.0015640534388455826
morgan_533,0.001540567739512137
morgan_760,0.0015397934302689698
morgan_317,0.001534367235775168
morgan_1866,0.001530507631350061
morgan_1402,0.0015298596128982178
morgan_1164,0.0014983067349653562
morgan_1784,0.0014945975177611862
morgan_1472,0.0014701859699175162
morgan_531,0.0014523374167413874
morgan_321,0.0014494090650501036
morgan_653,0.0014488699300013131
morgan_1699,0.0014364983262182452
morgan_666,0.0014300127233066217
morgan_591,0.0014260046010698812
morgan_1110,0.0014244147554681994
morgan_469,0.0014192613831193203
morgan_1496,0.0014110774389467329
morgan_974,0.001409314784153362
morgan_1878,0.0013891597558065558
morgan_787,0.001381303214689151
morgan_207,0.001376783651141771
morgan_451,0.0013542411741096626
morgan_1644,0.0013504714418166657
morgan_901,0.0013428011848781005
morgan_1388,0.0013343746150454262
morgan_90,0.0013285543854932688
morgan_715,0.0013226056565145347
morgan_984,0.001318506962560375
morgan_753,0.0013064660019232901
morgan_1480,0.0013057453026097644
morgan_1435,0.0012962860281789234
morgan_2043,0.001287595713186113
morgan_899,0.0012870092836316843
morgan_1171,0.0012546338254049328
morgan_388,0.001250510909871055
morgan_921,0.0012477265238802885
morgan_46,0.0012283321193976683
morgan_736,0.0012248818977635446
morgan_1074,0.0012205863602625625
morgan_656,0.0012063924176783163
morgan_314,0.0012001259830798092
morgan_1799,0.0011968795545055841
morgan_1711,0.0011884058950786028
morgan_1420,0.0011764929037980537
morgan_486,0.0011625626062715534
morgan_1670,0.0011479249194879808
morgan_1323,0.0011430429789823205
morgan_1533,0.001135922574865048
morgan_1383,0.0011222533627372414
morgan_1964,0.0011156489981477343
morgan_635,0.0010977769167376376
morgan_687,0.0010949629191449905
morgan_1256,0.0010934978781157955
morgan_279,0.0010808508928906637
morgan_1209,0.001060416709322871
morgan_341,0.0010597473676012526
morgan_890,0.0010536806154954692
morgan_1731,0.0010487474998926091
morgan_140,0.0010147433596001852
morgan_581,0.0010018438248726755
morgan_1786,0.0010013067044989876
morgan_1380,0.0009910983199853487
morgan_674,0.000985755596465928
morgan_319,0.0009804523724862694
morgan_1418,0.0009732776759794061
morgan_203,0.000969049024813358
morgan_119,0.0009680032334047423
