fold,r2,q2,rmse,mae
1,0.5589954629414441,0.5589954629414432,0.5340373851344131,0.3792344306418219
2,0.5914749688347078,0.5914749688347078,0.6364788725212028,0.4768463699102822
3,0.5796010740020081,0.5796010740020082,0.5517280068049654,0.42371310213940705
4,0.6445928893082371,0.6445928893082368,0.5420533407814819,0.4276567253278121
5,0.6581313771663215,0.6581313771663211,0.5079948894000117,0.40401462535014054
