fold,r2,q2,rmse,mae
1,0.7897617426710742,0.7897617426710744,0.7596674264740286,0.5643997231315518
2,0.7028059313992929,0.7028059313992929,0.8337489755915096,0.606423629834353
3,0.7660551890455507,0.7660551890455506,0.769692011391429,0.600233041349147
4,0.7061148310529468,0.7061148310529468,0.8050956590478103,0.6095479919323102
5,0.785856260787391,0.785856260787391,0.7580497433788584,0.5752248750696041
