fold,r2,q2,rmse,mae
1,0.3902310627015293,0.3902310627015292,0.6646914831094864,0.49715731682237563
2,0.3886151141313233,0.3886151141313232,0.680903951084046,0.49757802034281046
3,0.5607801037269591,0.5607801037269589,0.6099693920520091,0.4509573922509557
4,0.4698308364492437,0.46983083644924384,0.5924076952385929,0.4591290236677629
5,0.5034046638085632,0.503404663808563,0.5857729791900856,0.4458017533102283
