feature,importance
morgan_1473,0.14403717756958423
Num_Rings,0.08983142808940447
morgan_684,0.04418753201820528
ALogP,0.032630206658201766
morgan_1866,0.02621055955320795
LogS,0.022442859019851213
morgan_1847,0.01988855097518652
Num_Aromatic_Rings,0.019660233714927033
Molecular_Polar_Surface_Area,0.019418370577481768
morgan_1616,0.019001625056383073
Molecular_Weight,0.017598000468999824
morgan_1396,0.016418439345329324
morgan_585,0.015828524801297886
Molecular_Surface_Area,0.014679540488395744
morgan_1803,0.013850386883735868
morgan_310,0.013613514578948134
morgan_3,0.013082217620785588
morgan_134,0.01191110733555718
morgan_656,0.008437700846737414
morgan_1911,0.007992063322898408
morgan_52,0.00792862479015718
Num_Saturated_Rings,0.007645004046800399
morgan_1987,0.007640586128775445
morgan_1199,0.007164922570225206
Num_Heavy_Atoms,0.0069621467161377374
Num_Atoms,0.006941242457849267
morgan_625,0.0067910120818665196
morgan_1939,0.006613098899168343
morgan_446,0.006413823681021918
morgan_1683,0.0061978026757307635
Num_Rotatable_Bonds,0.005785262358406877
morgan_1099,0.005536528725403686
morgan_739,0.004951494496636598
morgan_80,0.004883473241355141
morgan_751,0.004774054487883409
morgan_119,0.004675976474738827
morgan_437,0.0045610680280466125
morgan_298,0.0045600146904162244
morgan_233,0.00416467607388688
Num_H_Donors,0.004149448795015546
morgan_1910,0.004088113637289629
Num_H_Acceptors,0.004020365377667998
morgan_875,0.00387692746707553
morgan_204,0.003870974237545314
morgan_198,0.003670220750137816
morgan_1603,0.003651545798408534
morgan_1418,0.003397333089830817
morgan_1014,0.0033770359845298535
morgan_1681,0.003278461755447945
morgan_1172,0.003190616722851326
morgan_1573,0.003161009995066534
morgan_1854,0.003007651709163204
morgan_527,0.0029533074405737663
morgan_1535,0.0029229128666222446
morgan_1025,0.0028963430977758543
morgan_1586,0.0028571256848895087
morgan_1087,0.002854375624498511
morgan_278,0.002813515130015004
morgan_1452,0.002764181855089244
morgan_1160,0.0027518385527188854
morgan_1971,0.002729367042351611
morgan_1088,0.0027270323294249317
morgan_1459,0.002685206528104791
morgan_1925,0.002612311206510668
morgan_1145,0.002584753677159551
morgan_1231,0.002526517674322617
morgan_635,0.00248744801149867
morgan_1019,0.0024820696639506427
morgan_486,0.0022936473363953094
morgan_1157,0.002246157967854519
morgan_238,0.0021716622378337553
morgan_1819,0.0021703599663447375
morgan_1325,0.002158583514955198
morgan_350,0.002091488378651727
morgan_1506,0.002027899348565638
morgan_896,0.002007239676685464
morgan_705,0.0019205931035823024
morgan_162,0.0018992983519570356
morgan_110,0.0018826598839509201
morgan_750,0.0018709510249212134
morgan_1504,0.001870253158447713
morgan_355,0.0018470451933507348
morgan_1962,0.0018252469361951782
morgan_231,0.0017893628559132388
morgan_1840,0.0017425255494298007
morgan_257,0.0017421288399535743
morgan_806,0.0017366592512554227
morgan_962,0.0017297325172723514
morgan_1097,0.0017159608550101472
morgan_1114,0.001668681384413331
morgan_1738,0.001659171484845749
morgan_339,0.0016512617682711255
morgan_725,0.0016383510082304343
morgan_1564,0.001618310959546428
morgan_1762,0.0016090822599658047
morgan_1327,0.0016087583361909228
morgan_1447,0.0015858878617956923
morgan_555,0.0015649610132908473
morgan_1057,0.0015161989567491266
morgan_389,0.0014731930542735215
morgan_736,0.0013956486729794846
morgan_675,0.001384494152867967
morgan_294,0.001375215567320766
morgan_478,0.001360482422544673
morgan_1136,0.001358007121404245
morgan_378,0.0013469055332459895
morgan_1295,0.0013401736208102399
morgan_470,0.001312838302157419
morgan_1292,0.001265939301639689
morgan_1905,0.0012544873865961929
morgan_1289,0.0012386088101828563
morgan_1619,0.0012054357281511697
morgan_496,0.001205361805749463
morgan_207,0.0011752388924551633
morgan_74,0.001173048982552311
morgan_718,0.0011376423704888236
morgan_680,0.001130466350532305
morgan_1063,0.0011189794311851089
morgan_413,0.001115337915377968
morgan_1664,0.0010945847172552045
morgan_407,0.0010881145685112024
morgan_1908,0.0010837498422460394
morgan_749,0.0010799573846895247
morgan_1285,0.0010499175232915753
morgan_2039,0.0010446093557656606
morgan_623,0.0010420141293810783
morgan_1671,0.0010107518770129235
morgan_1649,0.0010073851591878911
morgan_1567,0.0010066790917920984
morgan_272,0.000999759576780644
morgan_956,0.0009951363312774711
morgan_1828,0.0009837562204618134
morgan_911,0.0009803385447820557
morgan_1964,0.0009678319937418164
morgan_1644,0.0009672491313986904
morgan_1476,0.0009640635501565236
morgan_1385,0.000954313916155384
morgan_1043,0.0009477455127713922
morgan_1758,0.0009386851702299754
morgan_1878,0.000938590987820288
morgan_461,0.0009311551062532932
morgan_1064,0.0009263739204660529
morgan_1808,0.0009260146123382259
morgan_561,0.000906026160525903
morgan_1991,0.0008979172902579799
morgan_1243,0.000887898738477705
morgan_1754,0.000884182086941922
morgan_557,0.0008820408358657811
morgan_1689,0.0008816262425684548
morgan_1446,0.0008742254764093204
morgan_2028,0.0008731088634188003
morgan_1028,0.0008699917553710382
morgan_387,0.0008681180559453338
morgan_1394,0.0008598802433479275
morgan_366,0.0008490048287580856
morgan_785,0.0008420003563083406
morgan_1507,0.0008329408950805124
morgan_837,0.0008286623175795021
morgan_2,0.000819016791871712
morgan_1903,0.0008002355005935378
morgan_352,0.0007917905983638318
morgan_2041,0.0007884218426493094
morgan_79,0.0007859263755241825
morgan_927,0.0007776513591382101
morgan_18,0.0007768074618878791
morgan_695,0.0007753680745572195
morgan_649,0.0007705036172395205
morgan_650,0.0007675066608435713
morgan_890,0.0007592756250312177
morgan_380,0.0007506775944989369
morgan_888,0.0007479167145738513
morgan_1039,0.0007475870070630308
morgan_184,0.0007410747588631483
morgan_1480,0.0007355370610186692
morgan_1816,0.0007306861298472905
morgan_26,0.000729760888091461
morgan_653,0.0007150660783809107
morgan_148,0.000712349858490993
morgan_448,0.0007010995164656234
morgan_1236,0.0006958471879296625
morgan_1750,0.0006948862058994376
morgan_1602,0.0006935538730442024
morgan_1410,0.0006917843463972955
morgan_126,0.0006903483118929487
morgan_528,0.0006883635479553374
morgan_562,0.0006847386425730926
morgan_441,0.0006809680538726508
morgan_1928,0.0006807258815273355
morgan_1970,0.0006798146679281654
morgan_1722,0.0006505223421363933
morgan_1132,0.000650163870372097
morgan_1279,0.0006413852298545522
morgan_980,0.000632556911443188
morgan_687,0.000625389718037051
morgan_881,0.00061394116201417
morgan_1978,0.0006135366978721782
morgan_643,0.0006125835281056767
morgan_843,0.0006054214211846441
morgan_1233,0.0006009200884246902
morgan_1623,0.0005949221579891378
morgan_709,0.0005937771948044298
morgan_381,0.0005920778409310765
morgan_1646,0.0005899923751580503
morgan_392,0.0005796734117470638
morgan_1339,0.0005691566968978646
morgan_1034,0.0005616061419794987
morgan_1810,0.0005536826673020659
morgan_1585,0.0005380425231069037
morgan_1986,0.0005367663613175199
morgan_191,0.0005138529437326924
morgan_800,0.0005120739835767126
morgan_600,0.0005099666433377742
morgan_1825,0.0005038015562679191
morgan_807,0.0004886289888618041
morgan_550,0.00048183112609417796
morgan_1483,0.0004805363835469097
morgan_852,0.00047894964566107685
morgan_1791,0.00047816284090721443
morgan_887,0.00047759719403063955
morgan_289,0.0004721651870890473
morgan_563,0.00047038427465848304
morgan_498,0.00046873310799533873
morgan_591,0.0004662458657256005
morgan_1923,0.00046623413480074467
morgan_827,0.000461960309316248
morgan_794,0.00046153885398028866
morgan_1045,0.00045938731650278455
morgan_1855,0.00045811639952096796
morgan_593,0.0004569932428737353
morgan_1384,0.0004550130137028079
morgan_1496,0.00045286744917845395
morgan_377,0.0004519556264042237
morgan_981,0.0004482347691034285
morgan_98,0.00043686646432505166
morgan_314,0.0004317702898032218
morgan_1697,0.00043121360986614376
morgan_1164,0.0004258124934538242
morgan_453,0.0004164897723831599
morgan_1453,0.000412928348460431
morgan_787,0.00041250097063493907
morgan_1405,0.0004091539324379355
morgan_728,0.00040140978203909747
morgan_1444,0.0004013390533016721
morgan_338,0.0003989039790130362
morgan_2007,0.0003949009257270702
morgan_1032,0.00039438326458106696
morgan_1844,0.00039076565103692034
morgan_1255,0.0003892874148015548
morgan_1152,0.0003821001328519949
morgan_322,0.0003795824874993324
morgan_1077,0.00037945339700976325
morgan_222,0.00037782182891142916
morgan_770,0.00037723195327147674
morgan_1536,0.0003761125427221198
morgan_1462,0.0003760952306110207
morgan_1175,0.0003753910810593505
morgan_1599,0.00037333151969170316
